Type,Date,Time,Latitude,Longitude,ParsedDate,ParsedTime,Datetime,hour,day_of_week,day_of_month,month,quarter,is_weekend,is_morning,is_afternoon,is_evening,is_night,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,lat_grid,lon_grid,crime_density,distance_to_center,crime_type_encoded,crime_severity,time_weighted_severity,historical_crime_count,is_high_risk,historical_high_risk_count,historical_avg_severity,risk_score,baseline_risk_score,neighborhood_cluster,night_time_risk,location_density_risk,hour_density,weekend_night,dist_to_center_density,lat_squared,lon_squared,lat_lon_prod
Ordinary Theft,10/01/15,17:00,12.95072643,77.57692629,2015-01-10 00:00:00,17:00:00,2015-01-10 17:00:00,17,5,10,1,1,1,0,1,0,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,12.950000000000001,77.57000000000001,276,3.00915801008912,7,2.0,2.0,3,0,0.0,2.227355072463768,11.248035012374677,2.4764097241473597,0,0.0,0.0,4692,0,830.5276107845971,167.72131506470055,6018.179492604094,1004.6775496620648
2 wheeler theft,11/1/2015,1:30:00 PM,12.954761,77.5778354,2015-01-11 00:00:00,01:30:00,2015-01-11 01:30:00,1,6,11,1,1,1,0,0,0,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.950000000000001,77.57000000000001,276,2.608844229724603,0,2.0,3.0,4,0,0.0,2.1818840579710144,16.872052518562015,2.4764097241473597,0,2.1818840579710144,0.0,276,1,720.0410074039904,167.82583256712098,6018.320545349493,1005.0023165043393
2 wheeler theft,11/1/2015,3:00:00 PM,12.92397,77.57968,2015-01-11 00:00:00,03:00:00,2015-01-11 03:00:00,3,6,11,1,1,1,0,0,0,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.92,77.57000000000001,108,5.537515724385281,0,2.0,3.0,3,0,0.0,2.1064814814814814,14.07404364668743,2.4764097241473597,0,2.1064814814814814,0.0,324,1,598.0516982336103,167.02900056090002,6018.606748902399,1002.6374569296
Ordinary Theft,11/01/2015,10:30,12.935919,77.585853,2015-01-11 00:00:00,10:30:00,2015-01-11 10:30:00,10,6,11,1,1,1,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.93,77.58,160,4.079200935482814,7,2.0,1.6,0,0,0.0,3.04375,8.130246983975141,2.6283783784,0,0.0,0.0,1600,0,652.6721496772502,167.338000374561,6019.564585737609,1003.644309953907
Ordinary Theft,11/01/15,10:30,12.9486433,77.57586657,2015-01-11 00:00:00,10:30:00,2015-01-11 10:30:00,10,6,11,1,1,1,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.94,77.57000000000001,121,3.2614435164602544,7,2.0,1.6,1,0,0.0,2.87603305785124,7.686433671573211,2.4764097241473597,0,0.0,0.0,1210,0,394.6346654916908,167.6673633106349,6018.015074086444,1004.5022249033245
Ordinary Theft,11/01/15,11:00,12.954782,77.577846,2015-01-11 00:00:00,11:00:00,2015-01-11 11:00:00,11,6,11,1,1,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.950000000000001,77.57000000000001,276,2.6063685343694183,7,2.0,1.6,5,0,0.0,2.151570048309179,8.998428009899742,2.4764097241473597,0,0.0,0.0,3036,0,719.3577154859595,167.826376667524,6018.322189999715,1005.0040829595719
Ordinary Theft,11/01/15,13:45,12.95072643,77.57692629,2015-01-11 00:00:00,13:45:00,2015-01-11 13:45:00,13,6,11,1,1,1,0,1,0,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.950000000000001,77.57000000000001,276,3.00915801008912,7,2.0,2.0,6,0,0.0,2.12991718426501,11.248035012374677,2.4764097241473597,0,0.0,0.0,3588,0,830.5276107845971,167.72131506470055,6018.179492604094,1004.6775496620648
Ordinary Theft,11/01/15,15:15,12.9570854,77.5789789,2015-01-11 00:00:00,15:15:00,2015-01-11 15:15:00,15,6,11,1,1,1,0,1,0,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.950000000000001,77.57000000000001,276,2.3388255355833283,7,2.0,2.0,7,0,0.0,2.113677536231884,11.248035012374677,2.4764097241473597,0,0.0,0.0,4140,0,645.5158478209986,167.88606206289316,6018.497967166644,1005.1974548520981
Ordinary Theft,11/01/15,22:30,12.95072643,77.57692629,2015-01-11 00:00:00,22:30:00,2015-01-11 22:30:00,22,6,11,1,1,1,0,0,0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.950000000000001,77.57000000000001,276,3.00915801008912,7,2.0,3.0,8,0,0.0,2.1010466988727856,16.872052518562015,2.4764097241473597,0,2.1010466988727856,0.0,6072,1,830.5276107845971,167.72131506470055,6018.179492604094,1004.6775496620648
2 wheeler theft,12/1/2015,2:10:00 PM,12.9155368,77.5558355,2015-01-12 00:00:00,02:10:00,2015-01-12 02:10:00,2,0,12,1,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,12.91,77.55,101,7.517283487331724,0,2.0,3.0,1,0,0.0,2.5,13.874918439852813,2.5,0,2.5,0.0,202,0,759.2456322205041,166.81109083215424,6014.90762010306,1001.6752474549965
2 wheeler theft,12/1/2015,6:15:00 PM,12.88605,77.494843,2015-01-12 00:00:00,06:15:00,2015-01-12 06:15:00,6,0,12,1,1,0,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,12.88,77.49,12,14.40053349976088,0,2.0,1.6,1,0,0.0,2.541666666666667,4.103918971938459,2.8,0,0.0,0.0,72,0,172.80640199713054,166.05028460249997,6005.4506915946495,998.6024216401499
Ordinary Theft,12/01/2015,12:45,12.95072643,77.57692629,2015-01-12 00:00:00,12:45:00,2015-01-12 12:45:00,12,0,12,1,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,12.950000000000001,77.57000000000001,276,3.00915801008912,7,2.0,2.0,9,0,0.0,2.090942028985507,11.248035012374677,2.4764097241473597,0,0.0,0.0,3312,0,830.5276107845971,167.72131506470055,6018.179492604094,1004.6775496620648
Ordinary Theft,12/01/15,13:30,12.95072643,77.57692629,2015-01-12 00:00:00,13:30:00,2015-01-12 13:30:00,13,0,12,1,1,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,12.950000000000001,77.57000000000001,276,3.00915801008912,7,2.0,2.0,10,0,0.0,2.0826745718050064,11.248035012374677,2.4764097241473597,0,0.0,0.0,3588,0,830.5276107845971,167.72131506470055,6018.179492604094,1004.6775496620648
Ordinary Theft,12/01/15,15:00,12.95072643,77.57692629,2015-01-12 00:00:00,15:00:00,2015-01-12 15:00:00,15,0,12,1,1,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,12.950000000000001,77.57000000000001,276,3.00915801008912,7,2.0,2.0,11,0,0.0,2.075785024154589,11.248035012374677,2.4764097241473597,0,0.0,0.0,4140,0,830.5276107845971,167.72131506470055,6018.179492604094,1004.6775496620648
Ordinary Theft,12/01/15,15:30,12.9570854,77.5789789,2015-01-12 00:00:00,15:30:00,2015-01-12 15:30:00,15,0,12,1,1,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,12.950000000000001,77.57000000000001,276,2.3388255355833283,7,2.0,2.0,12,0,0.0,2.0699554069119284,11.248035012374677,2.4764097241473597,0,0.0,0.0,4140,0,645.5158478209986,167.88606206289316,6018.497967166644,1005.1974548520981
Assault,12/01/2015,17:00,12.90353394,77.54124559,2015-01-12 00:00:00,17:00:00,2015-01-12 17:00:00,17,0,12,1,1,0,0,1,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,12.9,77.54,114,9.524536322669908,2,6.0,6.0,1,1,0.0,2.723684210526316,28.469592770179503,2.5982142857,0,0.0,0.0,1938,0,1085.7971407843695,166.50118814073195,6012.644767648695,1000.5560942204404
Kidnap,12/1/2015,17:30,12.8928133912158,77.5666300513369,2015-01-12 00:00:00,17:30:00,2015-01-12 17:30:00,17,0,12,1,1,0,0,1,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,12.89,77.56,173,9.270259607280016,5,2.0,2.0,3,0,1.0,4.329479768786127,10.318110598429058,2.5303030303,0,0.0,173.0,2941,0,1603.7549120594426,166.22463714071344,6016.582097520961,1000.0520866373582
Assault,12/01/2015,18:00,12.90353394,77.54124559,2015-01-12 00:00:00,18:00:00,2015-01-12 18:00:00,18,0,12,1,1,0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,12.9,77.54,114,9.524536322669908,2,6.0,7.199999999999999,2,1,1.0,3.8157894736842106,34.1635113242154,2.5982142857,0,0.0,114.0,2052,0,1085.7971407843695,166.50118814073195,6012.644767648695,1000.5560942204404
Ordinary Theft,12/01/15,20:45,12.95072643,77.57692629,2015-01-12 00:00:00,20:45:00,2015-01-12 20:45:00,20,0,12,1,1,0,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,12.950000000000001,77.57000000000001,276,3.00915801008912,7,2.0,2.4,13,0,0.0,2.064958592132505,13.497642014849612,2.4764097241473597,0,0.0,0.0,5520,0,830.5276107845971,167.72131506470055,6018.179492604094,1004.6775496620648
2 wheeler theft,13/01/2015,4:00:00 PM,12.88605,77.494843,2015-01-13 00:00:00,04:00:00,2015-01-13 04:00:00,4,1,13,1,1,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,12.88,77.49,12,14.40053349976088,0,2.0,3.0,2,0,0.0,2.361111111111111,7.694848072384611,2.8,0,2.361111111111111,0.0,48,0,172.80640199713054,166.05028460249997,6005.4506915946495,998.6024216401499
2 wheeler theft,13/01/2015,4:30:00 PM,12.95176411,77.56840735,2015-01-13 00:00:00,04:30:00,2015-01-13 04:30:00,4,1,13,1,1,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,12.950000000000001,77.56,134,3.594541541735979,0,2.0,3.0,0,0,0.0,2.9776119402985075,14.71582433531529,2.4764097241473597,0,2.9776119402985075,0.0,536,0,481.66856659262123,167.74819356108407,6016.857818815534,1004.6477143855901
2 wheeler theft,13/01/2015,5:20:00 PM,12.9115954,77.5849247,2015-01-13 00:00:00,05:20:00,2015-01-13 05:20:00,5,1,13,1,1,0,0,0,0,1,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,12.91,77.58,234,6.754090202177585,0,2.0,3.0,5,0,1.0,2.9643874643874644,16.378756542432477,2.3285714286,0,2.9643874643874644,234.0,1170,0,1580.4571073095549,166.70929577330114,6019.42054070467,1001.7451568658664
2 wheeler theft,13/01/2015,7:00:00 AM,12.88948381,77.56232091,2015-01-13 00:00:00,07:00:00,2015-01-13 07:00:00,7,1,13,1,1,0,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,12.88,77.56,102,9.778097199930913,0,2.0,1.6,0,0,0.0,3.549019607843137,7.415566381167418,2.4140625,0,0.0,0.0,714,0,997.3659143929532,166.1387928882521,6015.913624945822,999.7382796354694
Kidnap,14/01/2015,4:10,12.906409,77.5714701,2015-01-14 00:00:00,04:10:00,2015-01-14 04:10:00,4,2,14,1,1,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12.9,77.57000000000001,221,7.67006098137986,5,2.0,3.0,0,0,0.0,3.180995475113122,16.208032145616837,2.4764097241473597,0,3.180995475113122,0.0,884,0,1695.083476884949,166.575393275281,6017.332973475194,1001.1691198418708
2 wheeler theft,14/01/2015,6:50:00 PM,12.92875,77.5801,2015-01-14 00:00:00,06:50:00,2015-01-14 06:50:00,6,2,14,1,1,0,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12.92,77.58,291,5.017113636402217,0,2.0,1.6,4,0,0.0,2.136769759450172,9.08280608362925,1.9756944444,0,0.0,0.0,1746,0,1459.9800681930453,167.15257656250003,6018.67191601,1003.0137178750001
Assault,14/01/2015,10:31,12.9012051,77.5718812,2015-01-14 00:00:00,10:31:00,2015-01-14 10:31:00,10,2,14,1,1,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12.9,77.57000000000001,221,8.205641577662663,2,6.0,4.800000000000001,1,0,0.0,2.5904977375565608,25.932851432986944,2.4764097241473597,0,0.0,0.0,2210,0,1813.4467886634484,166.44109303226602,6017.396752906914,1000.7707493540343
Ordinary Theft,1/14/2015,11:30,12.8928133912158,77.5666300513369,2015-01-14 00:00:00,11:30:00,2015-01-14 11:30:00,11,2,14,1,1,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12.89,77.56,173,9.270259607280016,7,2.0,1.6,4,0,1.0,3.863583815028902,8.254488478743246,2.5303030303,0,0.0,173.0,1903,0,1603.7549120594426,166.22463714071344,6016.582097520961,1000.0520866373582
Assault,14/01/2015,22:00,12.565,77.3306,2015-01-14 00:00:00,22:00:00,2015-01-14 22:00:00,22,2,14,1,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12.56,77.33,74,53.51410335359853,2,6.0,9.0,0,1,0.0,4.864864864864865,38.857393021826795,2.4764097241473597,0,4.864864864864865,0.0,1628,0,3960.043648166291,157.879225,5980.0216963600005,971.658989
Ordinary Theft,14/01/2015,22:40,12.918025,7758835.0,2015-01-14 00:00:00,22:40:00,2015-01-14 22:40:00,22,2,14,1,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12.91,7758834.99,1,4049.828202261286,7,2.0,3.0,0,0,0.0,2.0,2.0794415416798357,2.4764097241473597,21,2.0,0.0,22,0,4049.828202261286,166.875369900625,60199520557225.0,100228824.500875
Assault,14/01/2015,23:15,12.88849116,77.55160999,2015-01-14 00:00:00,23:15:00,2015-01-14 23:15:00,23,2,14,1,1,0,0,0,0,1,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12.88,77.55,56,10.349306225076822,2,6.0,9.0,1,1,0.0,4.705357142857142,36.38746141051095,2.2878787879,0,4.705357142857142,0.0,1288,0,579.561148604302,166.11320438139813,6014.252212041069,999.5232397998826
2 wheeler theft,15/01/2015,2:20:00 PM,12.879478,77.548839,2015-01-15 00:00:00,02:20:00,2015-01-15 02:20:00,2,3,15,1,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,12.870000000000001,77.54,48,11.380927139988028,0,2.0,3.0,0,0,0.0,3.3333333333333335,11.675460894331879,2.4764097241473597,0,3.3333333333333335,0.0,96,0,546.2845027194253,165.88095355248402,6013.822430247921,998.788565826042
2 wheeler theft,15/01/2015,7:00:00 PM,12.971599,77.594563,2015-01-15 00:00:00,07:00:00,2015-01-15 07:00:00,7,3,15,1,1,0,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,12.97,77.59,21,0.004010765238726935,0,2.0,1.6,0,0,0.0,4.0476190476190474,4.945667925373306,3.4615384615,0,0.0,0.0,147,0,0.08422607001326564,168.26238061680098,6020.916207160968,1006.5255558162369
Ordinary Theft,15/01/2015,12:30,12.935211,77.585661,2015-01-15 00:00:00,12:30:00,2015-01-15 12:30:00,12,3,15,1,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,12.93,77.58,160,4.1606074962464925,7,2.0,2.0,1,0,0.0,2.521875,10.162808729968926,2.6283783784,0,0.0,0.0,1920,0,665.6971993994388,167.319683614521,6019.534792806921,1003.5868956094711
Ordinary Theft,15/01/2015,17:00,12.885537,77.542174,2015-01-15 00:00:00,17:00:00,2015-01-15 17:00:00,17,3,15,1,1,0,0,1,0,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,12.88,77.54,69,11.129352168460159,7,2.0,2.0,1,0,0.0,2.4347826086956523,8.496990484098719,2.0975609756,0,0.0,0.0,1173,0,767.9252996237509,166.03706377836897,6012.788748646277,999.172552137438
Ordinary Theft,15/01/2015,19:30,12.923852,77.576402,2015-01-15 00:00:00,19:30:00,2015-01-15 19:30:00,19,3,15,1,1,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,12.92,77.57000000000001,108,5.663755741166135,7,2.0,2.4,4,0,0.0,2.085185185185185,11.259234917349945,2.4764097241473597,0,0.0,0.0,2052,0,611.6856200459425,167.025950517904,6018.098147265604,1002.585938140504
2 wheeler theft,16/01/2015,2:00:00 PM,12.919817,77.58481,2015-01-16 00:00:00,02:00:00,2015-01-16 02:00:00,2,4,16,1,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,12.91,77.58,234,5.8549307396223105,0,2.0,3.0,6,0,1.0,2.826617826617827,16.378756542432477,2.3285714286,0,2.826617826617827,234.0,468,0,1370.0537930716207,166.921671313489,6019.402742736101,1002.3815471797701
2 wheeler theft,16/01/2015,3:15:00 PM,12.9171572,77.5811823,2015-01-16 00:00:00,03:15:00,2015-01-16 03:15:00,3,4,16,1,1,0,0,0,0,1,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,12.91,77.58,234,6.225942168238131,0,2.0,3.0,7,0,1.0,2.7232905982905984,16.378756542432477,2.3285714286,0,2.7232905982905984,234.0,702,0,1456.8704673677225,166.85295012951184,6018.839847065832,1002.1283275309574
2 wheeler theft,16/01/2015,6:00:00 PM,12.877624,77.503474,2015-01-16 00:00:00,06:00:00,2015-01-16 06:00:00,6,4,16,1,1,0,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,12.870000000000001,77.5,5,14.378156115320866,0,2.0,1.6,0,0,0.0,2.0,2.866815150764888,2.4764097241473597,0,0.0,0.0,30,0,71.89078057660433,165.83319988537602,6006.788482068676,998.060596865776
2 wheeler theft,16/01/2015,11:00:00 AM,12.9016695,77.5859681,2015-01-16 00:00:00,11:00:00,2015-01-16 11:00:00,11,4,16,1,1,0,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,12.9,77.58,144,7.831983811515231,0,2.0,1.6,1,0,0.0,2.385416666666667,7.962773987872919,1.6279069767,0,0.0,0.0,1584,0,1127.8056688581933,166.45307588723026,6019.582446014218,1000.988518263743
Attempted Murder,16/01/2015,12:15,12.9365,77.556,2015-01-16 00:00:00,12:15:00,2015-01-16 12:15:00,12,4,16,1,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,12.93,77.55,157,5.7209724813222405,3,2.0,2.0,3,0,0.0,2.2754777070063694,10.125190066053934,2.1973684211,0,0.0,0.0,1884,0,898.1926795675918,167.35303225,6014.933136,1003.303194
Chain Snatching,16/01/2015,17:15,12.8937594596734,77.5615194330341,2015-01-16 00:00:00,17:15:00,2015-01-16 17:15:00,17,4,16,1,1,0,0,1,0,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,12.89,77.56,173,9.368566652583128,4,2.0,2.0,5,0,1.0,3.5529865125240847,10.318110598429058,2.5303030303,0,0.0,173.0,2941,0,1620.7620308968812,166.2490330039173,6015.789296760928,1000.0595748963258
Ordinary Theft,16/01/2015,21:20,12.93067,77.581281,2015-01-16 00:00:00,21:20:00,2015-01-16 21:20:00,21,4,16,1,1,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,12.93,77.58,160,4.77458909462877,7,2.0,2.4,2,0,0.0,2.347916666666667,12.195370475962712,2.6283783784,0,0.0,0.0,3360,0,763.9342551406032,167.20222664889997,6018.855161600962,1003.17794278827
2 wheeler theft,17/01/2015,2:15:00 PM,12.9166719,77.5892002,2015-01-17 00:00:00,02:15:00,2015-01-17 02:15:00,2,5,17,1,1,1,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,12.91,77.58,234,6.135694309997969,0,2.0,3.0,8,0,1.0,2.6429249762583096,16.378756542432477,2.3285714286,0,2.6429249762583096,234.0,468,1,1435.7524685395247,166.84041297224962,6020.083987675679,1002.1942419668144
2 wheeler theft,17/01/2015,5:30:00 PM,12.926384,77.578007,2015-01-17 00:00:00,05:30:00,2015-01-17 05:30:00,5,5,17,1,1,1,0,0,0,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,12.92,77.57000000000001,108,5.339659969249541,0,2.0,3.0,5,0,0.0,2.0709876543209877,14.07404364668743,2.4764097241473597,0,2.0709876543209877,0.0,540,1,576.6832766789505,167.091403315456,6018.347170092049,1002.803108436688
2 wheeler theft,18/01/2015,6:00:00 PM,12.926254,77.584896,2015-01-18 00:00:00,06:00:00,2015-01-18 06:00:00,6,6,18,1,1,1,1,0,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.92,77.58,291,5.150736837764054,0,2.0,1.6,5,0,0.0,2.11397479954181,9.08280608362925,1.9756944444,0,0.0,0.0,1746,0,1498.8644197893398,167.088042472516,6019.4160873308165,1002.882072259584
2 wheeler theft,1/18/2015,9:45:00 AM,12.9071512442452,77.5706532660885,2015-01-18 00:00:00,09:45:00,2015-01-18 09:45:00,9,6,18,1,1,1,1,0,0,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.9,77.57000000000001,221,7.6217900783377095,0,2.0,1.6,2,0,0.0,3.7269984917043737,8.644283810995647,2.4764097241473597,0,0.0,0.0,1989,0,1684.4156073126337,166.59455324182042,6017.206248127726,1001.2161538203072
2 wheeler theft,18/01/2015,11:00:00 PM,12.91302514,77.5535707,2015-01-18 00:00:00,11:00:00,2015-01-18 11:00:00,11,6,18,1,1,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.91,77.55,101,7.88620082380018,0,2.0,1.6,2,0,0.0,2.3333333333333335,7.399956501254834,2.5,0,0.0,0.0,1111,0,796.5062832038182,166.74621826627202,6014.556328319898,1001.4512081458673
4 Wheeler Theft,18/01/2015,14:45,12.90471042,77.54488816,2015-01-18 00:00:00,14:45:00,2015-01-18 14:45:00,14,6,18,1,1,1,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.9,77.54,114,9.183917372715063,1,2.0,2.0,3,0,2.0,4.3618421052631575,9.4898642567265,2.5982142857,0,0.0,228.0,1596,0,1046.9665804895171,166.5315510240566,6013.2096797469085,1000.6943262560867
